"Tabela 6579 - População residente estimada"
"Variável - População residente estimada (Pessoas)"
"Cód.","Município","Ano"
"4305801","Constantina (RS)","10623"
"4305835","Coqueiro Baixo (RS)","1311"
"4305850","Coqueiros do Sul (RS)","2251"
"4305871","Coronel Barros (RS)","2892"
"4305900","Coronel Bicaco (RS)","6230"
"4305934","Coronel Pilar (RS)","1638"
"4305959","Cotiporã (RS)","3926"
"4305975","Coxilha (RS)","2719"
"4306007","Crissiumal (RS)","13127"
"4306056","Cristal (RS)","7454"
"4306072","Cristal do Sul (RS)","2746"
"4306106","Cruz Alta (RS)","60486"
"4306130","Cruzaltense (RS)","1655"
"4306205","Cruzeiro do Sul (RS)","12571"
"4306304","David Canabarro (RS)","4403"
"4306320","Derrubadas (RS)","2797"
"4306353","Dezesseis de Novembro (RS)","2544"
"4306379","Dilermando de Aguiar (RS)","2859"
"4306403","Dois Irmãos (RS)","31769"
"4306429","Dois Irmãos das Missões (RS)","2133"
"4306452","Dois Lajeados (RS)","3158"
"4306502","Dom Feliciano (RS)","13291"
"4306551","Dom Pedro de Alcântara (RS)","2617"
"4306601","Dom Pedrito (RS)","38094"
"4306700","Dona Francisca (RS)","3136"
"4306734","Doutor Maurício Cardoso (RS)","4542"
"4306759","Doutor Ricardo (RS)","1925"
"4306767","Eldorado do Sul (RS)","40954"
"4306809","Encantado (RS)","23494"
"4306908","Encruzilhada do Sul (RS)","24280"
"4306924","Engenho Velho (RS)","1317"
"4306932","Entre-Ijuís (RS)","9364"
"4306957","Entre Rios do Sul (RS)","2731"
"4306973","Erebango (RS)","3121"
"4307005","Erechim (RS)","109497"
"4307054","Ernestina (RS)","3097"
"4307104","Herval (RS)","6307"
"4307203","Erval Grande (RS)","5029"
"4307302","Erval Seco (RS)","6902"
"4307401","Esmeralda (RS)","3264"
"4307450","Esperança do Sul (RS)","3294"
"4307500","Espumoso (RS)","15478"
"4307559","Estação (RS)","5688"
"4307609","Estância Velha (RS)","49440"
"4307708","Esteio (RS)","78181"
"4307807","Estrela (RS)","33243"
"4307815","Estrela Velha (RS)","3120"
"4307831","Eugênio de Castro (RS)","2685"
"4307864","Fagundes Varela (RS)","2620"
"4307906","Farroupilha (RS)","72477"
"4308003","Faxinal do Soturno (RS)","6846"
"4308052","Faxinalzinho (RS)","2572"
"4308078","Fazenda Vilanova (RS)","4399"
"4308102","Feliz (RS)","13979"
"4308201","Flores da Cunha (RS)","31973"
"4308250","Floriano Peixoto (RS)","1694"
"4308300","Fontoura Xavier (RS)","9721"
"4308409","Formigueiro (RS)","6533"
"4308433","Forquetinha (RS)","2441"
"4308458","Fortaleza dos Valos (RS)","4569"
"4308508","Frederico Westphalen (RS)","33684"
"4308607","Garibaldi (RS)","35522"
"4308656","Garruchos (RS)","2729"
"4308706","Gaurama (RS)","5780"
"4308805","General Câmara (RS)","7751"
"4308854","Gentil (RS)","1783"
"4308904","Getúlio Vargas (RS)","16950"
"4309001","Giruá (RS)","16282"
"4309050","Glorinha (RS)","7842"
"4309100","Gramado (RS)","41621"
"4309126","Gramado dos Loureiros (RS)","2049"
"4309159","Gramado Xavier (RS)","3356"
"4309209","Gravataí (RS)","275294"
"4309258","Guabiju (RS)","1442"
"4309308","Guaíba (RS)","95956"
"4309407","Guaporé (RS)","26138"
"4309506","Guarani das Missões (RS)","7553"
"4309555","Harmonia (RS)","5524"
"4309571","Herveiras (RS)","2608"
"4309605","Horizontina (RS)","19246"
"4309654","Hulha Negra (RS)","6102"
"4309704","Humaitá (RS)","4774"
"4309753","Ibarama (RS)","3793"
"4309803","Ibiaçá (RS)","4618"
"4309902","Ibiraiaras (RS)","6830"
"4309951","Ibirapuitã (RS)","3793"
"4310009","Ibirubá (RS)","22082"
"4310108","Igrejinha (RS)","34763"
"4310207","Ijuí (RS)","87775"
"4310306","Ilópolis (RS)","4245"
"4310330","Imbé (RS)","27931"
"4310363","Imigrante (RS)","3148"
"4310405","Independência (RS)","6558"
"4310413","Inhacorá (RS)","2049"
"4310439","Ipê (RS)","5496"
"4310462","Ipiranga do Sul (RS)","1750"
"4310504","Iraí (RS)","7624"
"4310538","Itaara (RS)","5706"
"4310553","Itacurubi (RS)","3042"
"4310579","Itapuca (RS)","1967"
"4310603","Itaqui (RS)","36830"
"4310652","Itati (RS)","2695"
"4310702","Itatiba do Sul (RS)","3249"
"4310751","Ivorá (RS)","1964"
"4310801","Ivoti (RS)","23533"
"4310850","Jaboticaba (RS)","3850"
"4310876","Jacuizinho (RS)","2070"
"4310900","Jacutinga (RS)","3401"
"4311007","Jaguarão (RS)","27406"
"4311106","Jaguari (RS)","10779"
"4311122","Jaquirana (RS)","3755"
"4311130","Jari (RS)","3414"
"4311155","Jóia (RS)","7305"
"4311205","Júlio de Castilhos (RS)","18557"
"4311239","Lagoa Bonita do Sul (RS)","2287"
"4311254","Lagoão (RS)","5429"
"4311270","Lagoa dos Três Cantos (RS)","1779"
"4311304","Lagoa Vermelha (RS)","28617"
"4311403","Lajeado (RS)","96651"
"4311429","Lajeado do Bugre (RS)","2660"
"4311502","Lavras do Sul (RS)","7294"
"4311601","Liberato Salzano (RS)","4854"
"4311627","Lindolfo Collor (RS)","6409"
"4311643","Linha Nova (RS)","1720"
"4311700","Machadinho (RS)","5864"
"4311718","Maçambará (RS)","4487"
"4311734","Mampituba (RS)","3201"
"4311759","Manoel Viana (RS)","6917"
"4311775","Maquiné (RS)","7588"
"4311791","Maratá (RS)","2521"
"4311809","Marau (RS)","46656"
"4311908","Marcelino Ramos (RS)","4389"
"4311981","Mariana Pimentel (RS)","4003"
"4312005","Mariano Moro (RS)","1888"
"4312054","Marques de Souza (RS)","4050"
"4312104","Mata (RS)","4786"
"4312138","Mato Castelhano (RS)","2610"
"4312153","Mato Leitão (RS)","4990"
"4312179","Mato Queimado (RS)","1833"
"4312203","Maximiliano de Almeida (RS)","4258"
"4312252","Minas do Leão (RS)","7661"
"4312302","Miraguaí (RS)","4506"
"4312351","Montauri (RS)","1530"
"4312377","Monte Alegre dos Campos (RS)","3250"
"4312385","Monte Belo do Sul (RS)","2609"
"4312401","Montenegro (RS)","66295"
"4312427","Mormaço (RS)","2815"
"4312443","Morrinhos do Sul (RS)","3134"
"4312450","Morro Redondo (RS)","6169"
"4312476","Morro Reuter (RS)","6163"
"4312500","Mostardas (RS)","12346"
"4312609","Muçum (RS)","4694"
"4312617","Muitos Capões (RS)","2938"
"4312625","Muliterno (RS)","1755"
"4312658","Não-Me-Toque (RS)","18314"
"4312674","Nicolau Vergueiro (RS)","1979"
"4312708","Nonoai (RS)","14056"
"4312757","Nova Alvorada (RS)","3229"
"4312807","Nova Araçá (RS)","5086"
"4312906","Nova Bassano (RS)","9877"
"4312955","Nova Boa Vista (RS)","2088"
"4313003","Nova Bréscia (RS)","3105"
"4313011","Nova Candelária (RS)","3134"
"4313037","Nova Esperança do Sul (RS)","4974"
"4313060","Nova Hartz (RS)","20539"
"4313086","Nova Pádua (RS)","2390"
"4313102","Nova Palma (RS)","5683"
"4313201","Nova Petrópolis (RS)","23889"
"4313300","Nova Prata (RS)","26587"
"4313334","Nova Ramada (RS)","2201"
"4313359","Nova Roma do Sul (RS)","3543"
"4313375","Nova Santa Rita (RS)","30121"
"4313391","Novo Cabrais (RS)","3636"
"4313409","Novo Hamburgo (RS)","235879"
"4313425","Novo Machado (RS)","3246"
"4313441","Novo Tiradentes (RS)","2188"
"4313466","Novo Xingu (RS)","1678"
"4313490","Novo Barreiro (RS)","4371"
"4313508","Osório (RS)","48929"
"4313607","Paim Filho (RS)","3691"
"4313656","Palmares do Sul (RS)","13170"
"4313706","Palmeira das Missões (RS)","34233"
"4313805","Palmitinho (RS)","8032"
"4313904","Panambi (RS)","45042"
"4313953","Pantano Grande (RS)","10438"
"4314001","Paraí (RS)","7357"
"4314027","Paraíso do Sul (RS)","6635"
"4314035","Pareci Novo (RS)","4433"
"4314050","Parobé (RS)","53555"
"4314068","Passa Sete (RS)","4036"
"4314076","Passo do Sobrado (RS)","6154"
"4314100","Passo Fundo (RS)","214564"
"4314134","Paulo Bento (RS)","2188"
"4314159","Paverama (RS)","8146"
"4314175","Pedras Altas (RS)","2100"
"4314209","Pedro Osório (RS)","7634"
"4314308","Pejuçara (RS)","3819"
"4314407","Pelotas (RS)","336131"
"4314423","Picada Café (RS)","5470"
"4314456","Pinhal (RS)","3034"
"4314464","Pinhal da Serra (RS)","2299"
"4314472","Pinhal Grande (RS)","3867"
"4314498","Pinheirinho do Vale (RS)","4637"
"4314506","Pinheiro Machado (RS)","11409"
"4314548","Pinto Bandeira (RS)","2784"
"4314555","Pirapó (RS)","2260"
"4314605","Piratini (RS)","17792"
"4314704","Planalto (RS)","10624"
"4314753","Poço das Antas (RS)","2222"
"4314779","Pontão (RS)","3350"
"4314787","Ponte Preta (RS)","1604"
"4314803","Portão (RS)","35237"
"4314902","Porto Alegre (RS)","1389322"
"4315008","Porto Lucena (RS)","4424"
"4315057","Porto Mauá (RS)","2176"
"4315073","Porto Vera Cruz (RS)","1585"
"4315107","Porto Xavier (RS)","10132"
"4315131","Pouso Novo (RS)","1773"
"4315149","Presidente Lucena (RS)","3159"
"4315156","Progresso (RS)","5430"
"4315172","Protásio Alves (RS)","2069"
"4315206","Putinga (RS)","3814"
"4315305","Quaraí (RS)","23988"
"4315313","Quatro Irmãos (RS)","1579"
"4315321","Quevedos (RS)","2555"
"4315354","Quinze de Novembro (RS)","4000"
"4315404","Redentora (RS)","9934"
"4315453","Relvado (RS)","1828"
"4315503","Restinga Sêca (RS)","15213"
"4315552","Rio dos Índios (RS)","2874"
"4315602","Rio Grande (RS)","198958"
"4315701","Rio Pardo (RS)","35666"
"4315750","Riozinho (RS)","4572"
"4315800","Roca Sales (RS)","10644"
"4315909","Rodeio Bonito (RS)","6821"
"4315958","Rolador (RS)","2332"
"4316006","Rolante (RS)","21733"
"4316105","Ronda Alta (RS)","9972"
"4316204","Rondinha (RS)","5083"
"4316303","Roque Gonzales (RS)","6698"
"4316402","Rosário do Sul (RS)","37700"
"4316428","Sagrada Família (RS)","2529"
"4316436","Saldanha Marinho (RS)","2621"
"4316451","Salto do Jacuí (RS)","10373"
"4316477","Salvador das Missões (RS)","2953"
"4316501","Salvador do Sul (RS)","7182"
"4316600","Sananduva (RS)","16759"
"4316709","Santa Bárbara do Sul (RS)","8275"
"4316733","Santa Cecília do Sul (RS)","1710"
"4316758","Santa Clara do Sul (RS)","7067"
"4316808","Santa Cruz do Sul (RS)","138104"
"4316907","Santa Maria (RS)","282244"
"4316956","Santa Maria do Herval (RS)","6482"
"4316972","Santa Margarida do Sul (RS)","2658"
"4317004","Santana da Boa Vista (RS)","7140"
"4317103","Sant'Ana do Livramento (RS)","87296"
"4317202","Santa Rosa (RS)","79395"
"4317251","Santa Tereza (RS)","1531"
"4317301","Santa Vitória do Palmar (RS)","31961"
"4317400","Santiago (RS)","50331"
"4317509","Santo Ângelo (RS)","79130"
"4317558","Santo Antônio do Palma (RS)","2134"
"4317608","Santo Antônio da Patrulha (RS)","44393"
"4317707","Santo Antônio das Missões (RS)","10493"
"4317756","Santo Antônio do Planalto (RS)","2136"
"4317806","Santo Augusto (RS)","14196"
"4317905","Santo Cristo (RS)","15656"
"4317954","Santo Expedito do Sul (RS)","2395"
"4318002","São Borja (RS)","61323"
"4318051","São Domingos do Sul (RS)","2808"
"4318101","São Francisco de Assis (RS)","17949"
"4318200","São Francisco de Paula (RS)","22373"
"4318309","São Gabriel (RS)","60102"
"4318408","São Jerônimo (RS)","21421"
"4318424","São João da Urtiga (RS)","4549"
"4318432","São João do Polêsine (RS)","2707"
"4318440","São Jorge (RS)","2976"
"4318457","São José das Missões (RS)","2403"
"4318465","São José do Herval (RS)","1934"
"4318481","São José do Hortêncio (RS)","4551"
"4318499","São José do Inhacorá (RS)","2463"
"4318507","São José do Norte (RS)","26245"
"4318606","São José do Ouro (RS)","6978"
"4318614","São José do Sul (RS)","2440"
"4318622","São José dos Ausentes (RS)","4286"
"4318705","São Leopoldo (RS)","225669"
"4318804","São Lourenço do Sul (RS)","43283"
"4318903","São Luiz Gonzaga (RS)","35858"
"4319000","São Marcos (RS)","21537"
"4319109","São Martinho (RS)","5589"
"4319125","São Martinho da Serra (RS)","2911"
"4319158","São Miguel das Missões (RS)","7196"
"4319208","São Nicolau (RS)","5248"
"4319307","São Paulo das Missões (RS)","5948"
"4319356","São Pedro da Serra (RS)","3614"
"4319364","São Pedro das Missões (RS)","1791"
"4319372","São Pedro do Butiá (RS)","3139"
"4319406","São Pedro do Sul (RS)","15870"
"4319505","São Sebastião do Caí (RS)","24883"
"4319604","São Sepé (RS)","21575"
"4319703","São Valentim (RS)","3324"
"4319711","São Valentim do Sul (RS)","2255"
"4319737","São Valério do Sul (RS)","2594"
"4319752","São Vendelino (RS)","2306"
"4319802","São Vicente do Sul (RS)","8259"
"4319901","Sapiranga (RS)","77898"
"4320008","Sapucaia do Sul (RS)","136542"
"4320107","Sarandi (RS)","23356"
"4320206","Seberi (RS)","12313"
"4320230","Sede Nova (RS)","2753"
"4320263","Segredo (RS)","6107"
"4320305","Selbach (RS)","5220"
"4320321","Senador Salgado Filho (RS)","2726"
"4320354","Sentinela do Sul (RS)","5422"
"4320404","Serafina Corrêa (RS)","17379"
"4320453","Sério (RS)","2093"
"4320503","Sertão (RS)","5637"
"4320552","Sertão Santana (RS)","5988"
"4320578","Sete de Setembro (RS)","1884"
"4320602","Severiano de Almeida (RS)","3467"
"4320651","Silveira Martins (RS)","2060"
"4320677","Sinimbu (RS)","8698"
"4320701","Sobradinho (RS)","14512"
"4320800","Soledade (RS)","30936"
"4320859","Tabaí (RS)","4565"
"4320909","Tapejara (RS)","25201"
"4321006","Tapera (RS)","10822"
"4321105","Tapes (RS)","14938"
"4321204","Taquara (RS)","54360"
"4321303","Taquari (RS)","25968"
"4321329","Taquaruçu do Sul (RS)","3190"
"4321352","Tavares (RS)","5319"
"4321402","Tenente Portela (RS)","14811"
"4321436","Terra de Areia (RS)","10569"
"4321451","Teutônia (RS)","33963"
"4321469","Tio Hugo (RS)","3352"
"4321477","Tiradentes do Sul (RS)","5201"
"4321493","Toropi (RS)","2598"
"4321501","Torres (RS)","43268"
"4321600","Tramandaí (RS)","56296"
"4321626","Travesseiro (RS)","2193"
"4321634","Três Arroios (RS)","2638"
"4321667","Três Cachoeiras (RS)","11216"
"4321709","Três Coroas (RS)","24420"
"4321808","Três de Maio (RS)","25452"
"4321832","Três Forquilhas (RS)","2814"
"4321857","Três Palmeiras (RS)","4826"
"4321907","Três Passos (RS)","26284"
"4321956","Trindade do Sul (RS)","7766"
"4322004","Triunfo (RS)","28414"
"4322103","Tucunduva (RS)","5649"
"4322152","Tunas (RS)","3739"
"4322186","Tupanci do Sul (RS)","1398"
"4322202","Tupanciretã (RS)","20345"
"4322251","Tupandi (RS)","5160"
"4322301","Tuparendi (RS)","8536"
"4322327","Turuçu (RS)","3489"
"4322343","Ubiretama (RS)","2028"
"4322350","União da Serra (RS)","1186"
"4322376","Unistalda (RS)","2052"
"4322400","Uruguaiana (RS)","120885"
"4322509","Vacaria (RS)","66110"
"4322525","Vale Verde (RS)","3214"
"4322533","Vale do Sol (RS)","10080"
"4322541","Vale Real (RS)","6213"
"4322558","Vanini (RS)","2047"
"4322608","Venâncio Aires (RS)","70805"
"4322707","Vera Cruz (RS)","27638"
"4322806","Veranópolis (RS)","24540"
"4322855","Vespasiano Corrêa (RS)","1852"
"4322905","Viadutos (RS)","4852"
"4323002","Viamão (RS)","232113"
"4323101","Vicente Dutra (RS)","4747"
"4323200","Victor Graeff (RS)","2832"
"4323309","Vila Flores (RS)","3736"
"4323358","Vila Lângaro (RS)","2122"
"4323408","Vila Maria (RS)","4512"
"4323457","Vila Nova do Sul (RS)","3935"
"4323507","Vista Alegre (RS)","2712"
"4323606","Vista Alegre do Prata (RS)","1624"
"4323705","Vista Gaúcha (RS)","2842"
"4323754","Vitória das Missões (RS)","3318"
"4323770","Westfália (RS)","3219"
"4323804","Xangri-lá (RS)","16907"
"5000203","Água Clara (MS)","17647"
"5000252","Alcinópolis (MS)","4648"
"5000609","Amambai (MS)","41414"
"5000708","Anastácio (MS)","24741"
"5000807","Anaurilândia (MS)","7735"
"5000856","Angélica (MS)","11203"
"5000906","Antônio João (MS)","9641"
"5001003","Aparecida do Taboado (MS)","29446"
"5001102","Aquidauana (MS)","48561"
"5001243","Aral Moreira (MS)","11085"
"5001508","Bandeirantes (MS)","8276"
"5001904","Bataguassu (MS)","24004"
"5002001","Batayporã (MS)","10953"
"5002100","Bela Vista (MS)","21965"
"5002159","Bodoquena (MS)","8849"
"5002209","Bonito (MS)","24761"
"5002308","Brasilândia (MS)","11840"
"5002407","Caarapó (MS)","32406"
"5002605","Camapuã (MS)","13920"
"5002704","Campo Grande (MS)","954537"
"5002803","Caracol (MS)","5115"
"5002902","Cassilândia (MS)","21549"
"5002951","Chapadão do Sul (MS)","33791"
"5003108","Corguinho (MS)","4893"
"5003157","Coronel Sapucaia (MS)","14661"
"5003207","Corumbá (MS)","99107"
"5003256","Costa Rica (MS)","28163"
"5003306","Coxim (MS)","33390"
"5003454","Deodápolis (MS)","14210"
"5003488","Dois Irmãos do Buriti (MS)","11470"
"5003504","Douradina (MS)","5749"
"5003702","Dourados (MS)","260640"
"5003751","Eldorado (MS)","11633"
"5003801","Fátima do Sul (MS)","21388"
"5003900","Figueirão (MS)","3709"
"5004007","Glória de Dourados (MS)","10777"
"5004106","Guia Lopes da Laguna (MS)","10135"
"5004304","Iguatemi (MS)","14017"
"5004403","Inocência (MS)","8712"
"5004502","Itaporã (MS)","25075"
"5004601","Itaquiraí (MS)","19996"
"5004700","Ivinhema (MS)","29613"
"5004809","Japorã (MS)","8409"
"5004908","Jaraguari (MS)","7425"
"5005004","Jardim (MS)","24509"
"5005103","Jateí (MS)","3620"
"5005152","Juti (MS)","7009"
"5005202","Ladário (MS)","22290"
"5005251","Laguna Carapã (MS)","7012"
"5005400","Maracaju (MS)","47558"
"5005608","Miranda (MS)","26487"
"5005681","Mundo Novo (MS)","19937"
"5005707","Naviraí (MS)","52707"
"5005806","Nioaque (MS)","13412"
"5006002","Nova Alvorada do Sul (MS)","23054"
"5006200","Nova Andradina (MS)","50610"
"5006259","Novo Horizonte do Sul (MS)","4811"
"5006275","Paraíso das Águas (MS)","5777"
"5006309","Paranaíba (MS)","42543"
"5006358","Paranhos (MS)","13323"
"5006408","Pedro Gomes (MS)","6974"
"5006606","Ponta Porã (MS)","97577"
"5006903","Porto Murtinho (MS)","12864"
"5007109","Ribas do Rio Pardo (MS)","23996"
"5007208","Rio Brilhante (MS)","39936"
"5007307","Rio Negro (MS)","4933"
"5007406","Rio Verde de Mato Grosso (MS)","20393"
"5007505","Rochedo (MS)","5407"
"5007554","Santa Rita do Pardo (MS)","7174"
"5007695","São Gabriel do Oeste (MS)","31694"
"5007703","Sete Quedas (MS)","11301"
"5007802","Selvíria (MS)","8593"
"5007901","Sidrolândia (MS)","49374"
"5007935","Sonora (MS)","14822"
"5007950","Tacuru (MS)","11159"
"5007976","Taquarussu (MS)","3730"
"5008008","Terenos (MS)","18139"
"5008305","Três Lagoas (MS)","141435"
"5008404","Vicentina (MS)","6476"
"5100102","Acorizal (MT)","4990"
"5100201","Água Boa (MT)","31314"
"5100250","Alta Floresta (MT)","61291"
"5100300","Alto Araguaia (MT)","17657"
"5100359","Alto Boa Vista (MT)","5875"
"5100409","Alto Garças (MT)","13707"
"5100508","Alto Paraguai (MT)","7717"
"5100607","Alto Taquari (MT)","11571"
"5100805","Apiacás (MT)","8692"
"5101001","Araguaiana (MT)","3950"
"5101209","Araguainha (MT)","1006"
"5101258","Araputanga (MT)","14854"
"5101308","Arenápolis (MT)","10747"
"5101407","Aripuanã (MT)","26010"
"5101605","Barão de Melgaço (MT)","7204"
"5101704","Barra do Bugres (MT)","29576"
"5101803","Barra do Garças (MT)","72694"
"5101852","Bom Jesus do Araguaia (MT)","7731"
"5101902","Brasnorte (MT)","17496"
"5102504","Cáceres (MT)","91626"
"5102603","Campinápolis (MT)","15713"
"5102637","Campo Novo do Parecis (MT)","50033"
"5102678","Campo Verde (MT)","47831"
"5102686","Campos de Júlio (MT)","9608"
"5102694","Canabrava do Norte (MT)","4480"
"5102702","Canarana (MT)","27657"
"5102793","Carlinda (MT)","10324"
"5102850","Castanheira (MT)","7459"
"5103007","Chapada dos Guimarães (MT)","19374"
"5103056","Cláudia (MT)","9436"
"5103106","Cocalinho (MT)","6428"
"5103205","Colíder (MT)","32010"
"5103254","Colniza (MT)","26090"
"5103304","Comodoro (MT)","18461"
"5103353","Confresa (MT)","37541"
"5103361","Conquista D'Oeste (MT)","3874"
"5103379","Cotriguaçu (MT)","10398"
"5103403","Cuiabá (MT)","682932"
"5103437","Curvelândia (MT)","4967"
"5103452","Denise (MT)","6815"
"5103502","Diamantino (MT)","22479"
"5103601","Dom Aquino (MT)","7915"
"5103700","Feliz Natal (MT)","10564"
"5103809","Figueirópolis D'Oeste (MT)","3112"
"5103858","Gaúcha do Norte (MT)","9181"
"5103908","General Carneiro (MT)","6250"
"5103957","Glória D'Oeste (MT)","2899"
"5104104","Guarantã do Norte (MT)","31328"
"5104203","Guiratinga (MT)","10532"
"5104500","Indiavaí (MT)","2194"
"5104526","Ipiranga do Norte (MT)","8409"
"5104542","Itanhangá (MT)","8049"
"5104559","Itaúba (MT)","5161"
"5104609","Itiquira (MT)","12519"
"5104807","Jaciara (MT)","29560"
"5104906","Jangada (MT)","7447"
"5105002","Jauru (MT)","8076"
"5105101","Juara (MT)","35899"
"5105150","Juína (MT)","47800"
"5105176","Juruena (MT)","10149"
"5105200","Juscimeira (MT)","11620"
"5105234","Lambari D'Oeste (MT)","4724"
"5105259","Lucas do Rio Verde (MT)","92256"
"5105309","Luciara (MT)","2591"
"5105507","Vila Bela da Santíssima Trindade (MT)","17384"
"5105580","Marcelândia (MT)","11414"
"5105606","Matupá (MT)","21415"
"5105622","Mirassol d'Oeste (MT)","27511"
"5105903","Nobres (MT)","15753"
"5106000","Nortelândia (MT)","5935"
"5106109","Nossa Senhora do Livramento (MT)","11658"
"5106158","Nova Bandeirantes (MT)","14160"
"5106174","Nova Nazaré (MT)","4467"
"5106182","Nova Lacerda (MT)","6965"
"5106190","Nova Santa Helena (MT)","4431"
"5106208","Nova Brasilândia (MT)","3853"
"5106216","Nova Canaã do Norte (MT)","11771"
"5106224","Nova Mutum (MT)","61223"
"5106232","Nova Olímpia (MT)","16314"
"5106240","Nova Ubiratã (MT)","12108"
"5106257","Nova Xavantina (MT)","25486"
"5106265","Novo Mundo (MT)","6444"
"5106273","Novo Horizonte do Norte (MT)","3307"
"5106281","Novo São Joaquim (MT)","7160"
"5106299","Paranaíta (MT)","11989"
"5106307","Paranatinga (MT)","28228"
"5106315","Novo Santo Antônio (MT)","2040"
"5106372","Pedra Preta (MT)","18722"
"5106422","Peixoto de Azevedo (MT)","33599"
"5106455","Planalto da Serra (MT)","3287"
"5106505","Poconé (MT)","31269"
"5106653","Pontal do Araguaia (MT)","7299"
"5106703","Ponte Branca (MT)","2076"
"5106752","Pontes e Lacerda (MT)","54795"
"5106778","Porto Alegre do Norte (MT)","12524"
"5106802","Porto dos Gaúchos (MT)","5690"
"5106828","Porto Esperidião (MT)","10167"
"5106851","Porto Estrela (MT)","3181"
"5107008","Poxoréu (MT)","24587"
"5107040","Primavera do Leste (MT)","92927"
"5107065","Querência (MT)","29820"
"5107107","São José dos Quatro Marcos (MT)","17830"
"5107156","Reserva do Cabaçal (MT)","2062"
"5107180","Ribeirão Cascalheira (MT)","10431"
"5107198","Ribeirãozinho (MT)","2697"
"5107206","Rio Branco (MT)","4489"
"5107248","Santa Carmem (MT)","5677"
"5107263","Santo Afonso (MT)","2460"
"5107297","São José do Povo (MT)","2780"
"5107305","São José do Rio Claro (MT)","14662"
"5107354","São José do Xingu (MT)","6168"
"5107404","São Pedro da Cipa (MT)","4247"
"5107578","Rondolândia (MT)","3527"
"5107602","Rondonópolis (MT)","259167"
"5107701","Rosário Oeste (MT)","15236"
"5107743","Santa Cruz do Xingu (MT)","2834"
"5107750","Salto do Céu (MT)","3679"
"5107768","Santa Rita do Trivelato (MT)","3463"
"5107776","Santa Terezinha (MT)","7720"
"5107792","Santo Antônio do Leste (MT)","4212"
"5107800","Santo Antônio de Leverger (MT)","16795"
"5107859","São Félix do Araguaia (MT)","14332"
"5107875","Sapezal (MT)","31499"
"5107883","Serra Nova Dourada (MT)","1901"
"5107909","Sinop (MT)","216029"
"5107925","Sorriso (MT)","120985"
"5107941","Tabaporã (MT)","9908"
"5107958","Tangará da Serra (MT)","112547"
"5108006","Tapurah (MT)","15272"
"5108055","Terra Nova do Norte (MT)","10641"
"5108105","Tesouro (MT)","2977"
"5108204","Torixoréu (MT)","4230"
"5108303","União do Sul (MT)","3897"
"5108352","Vale de São Domingos (MT)","2907"
"5108402","Várzea Grande (MT)","314627"
"5108501","Vera (MT)","13389"
"5108600","Vila Rica (MT)","19827"
"5108808","Nova Guarita (MT)","4579"
"5108857","Nova Marilândia (MT)","3678"
"5108907","Nova Maringá (MT)","5775"
"5108956","Nova Monte Verde (MT)","8451"
"5200050","Abadia de Goiás (GO)","21165"
"5200100","Abadiânia (GO)","17638"
"5200134","Acreúna (GO)","21995"
"5200159","Adelândia (GO)","2297"
"5200175","Água Fria de Goiás (GO)","4991"
"5200209","Água Limpa (GO)","1856"
"5200258","Águas Lindas de Goiás (GO)","240613"
"5200308","Alexânia (GO)","28009"
"5200506","Aloândia (GO)","1984"
"5200555","Alto Horizonte (GO)","6375"
"5200605","Alto Paraíso de Goiás (GO)","10936"
"5200803","Alvorada do Norte (GO)","8597"
"5200829","Amaralina (GO)","3281"
"5200852","Americano do Brasil (GO)","5281"
"5200902","Amorinópolis (GO)","2952"
"5201108","Anápolis (GO)","415847"
"5201207","Anhanguera (GO)","921"
"5201306","Anicuns (GO)","18443"
"5201405","Aparecida de Goiânia (GO)","550925"
"5201454","Aparecida do Rio Doce (GO)","3012"
"5201504","Aporé (GO)","4452"
"5201603","Araçu (GO)","3842"
"5201702","Aragarças (GO)","18604"
"5201801","Aragoiânia (GO)","12554"
"5202155","Araguapaz (GO)","7182"
"5202353","Arenópolis (GO)","2930"
"5202502","Aruanã (GO)","8515"
"5202601","Aurilândia (GO)","3266"
"5202809","Avelinópolis (GO)","2963"
"5203104","Baliza (GO)","3335"
"5203203","Barro Alto (GO)","10738"
"5203302","Bela Vista de Goiás (GO)","36583"
"5203401","Bom Jardim de Goiás (GO)","7824"
"5203500","Bom Jesus de Goiás (GO)","24701"
"5203559","Bonfinópolis (GO)","10828"
"5203575","Bonópolis (GO)","3306"
"5203609","Brazabrantes (GO)","4149"
"5203807","Britânia (GO)","5788"
"5203906","Buriti Alegre (GO)","10831"
"5203939","Buriti de Goiás (GO)","2789"
"5203962","Buritinópolis (GO)","3154"
"5204003","Cabeceiras (GO)","7678"
"5204102","Cachoeira Alta (GO)","11789"
"5204201","Cachoeira de Goiás (GO)","1419"
"5204250","Cachoeira Dourada (GO)","7801"
"5204300","Caçu (GO)","14006"
"5204409","Caiapônia (GO)","16655"
"5204508","Caldas Novas (GO)","104788"
"5204557","Caldazinha (GO)","4735"
"5204607","Campestre de Goiás (GO)","3854"
"5204656","Campinaçu (GO)","3758"
"5204706","Campinorte (GO)","12879"
"5204805","Campo Alegre de Goiás (GO)","7711"
"5204854","Campo Limpo de Goiás (GO)","8449"
"5204904","Campos Belos (GO)","18258"
"5204953","Campos Verdes (GO)","3899"
"5205000","Carmo do Rio Verde (GO)","9937"
"5205059","Castelândia (GO)","2921"
"5205109","Catalão (GO)","120789"
